,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage charge,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,co2_other,co2_fossilcoal,co2_fossilgas,co2_fossiloil,co2_total,emission_factor
2022-01-17 17:00:00+01:00,493.0,0.0,0.0,16657.0,1147.0,194.0,0.0,0.0,0.0,0.0,963.0,3622.0,0.0,7104.0,16.0,105.0,3192.0,291.0,0.0,2722.0,13.92,0.0,6134.773099999999,106.4866,6255.1797,0.17134661973374238
2022-01-17 18:00:00+01:00,495.0,0.0,0.0,17180.0,1147.0,194.0,0.0,0.0,0.0,0.0,1041.0,5399.0,0.0,7104.0,18.0,107.0,449.0,292.0,0.0,3158.0,15.66,0.0,6327.393999999999,106.4866,6449.540599999999,0.17629402471025582
2022-01-17 19:00:00+01:00,494.0,0.0,0.0,17013.0,1146.0,195.0,0.0,0.0,0.0,0.0,1194.0,6853.0,0.0,7103.0,18.0,104.0,66.0,292.0,0.0,3498.0,15.66,0.0,6265.8879,107.03549999999998,6388.5833999999995,0.1682268643353697
2022-01-17 20:00:00+01:00,499.0,0.0,0.0,16784.0,1147.0,196.0,0.0,0.0,0.0,0.0,1195.0,6670.0,0.0,7103.0,21.0,108.0,35.0,303.0,0.0,3609.0,18.27,0.0,6181.547199999999,107.58439999999999,6307.401599999999,0.16743832227236527
2022-01-17 21:00:00+01:00,502.0,0.0,0.0,16667.0,1146.0,195.0,0.0,0.0,0.0,0.0,1083.0,5958.0,0.0,7104.0,16.0,111.0,30.0,298.0,0.0,3521.0,13.92,0.0,6138.456099999999,107.03549999999998,6259.411599999999,0.17087744260325952
2022-01-17 22:00:00+01:00,494.0,0.0,0.0,16880.0,1145.0,194.0,0.0,0.0,0.0,0.0,1012.0,4011.0,0.0,7103.0,14.0,112.0,30.0,302.0,0.0,3295.0,12.18,0.0,6216.9039999999995,106.4866,6335.5706,0.18315132400555043
2022-01-17 23:00:00+01:00,488.0,0.0,0.0,16449.0,1146.0,192.0,0.0,0.0,0.0,0.0,948.0,1893.0,0.0,7104.0,13.0,112.0,30.0,303.0,0.0,2975.0,11.31,0.0,6058.1667,105.38879999999999,6174.8655,0.19507994502890721
2022-01-18 00:00:00+01:00,483.0,0.0,0.0,13373.0,1146.0,185.0,0.0,0.0,0.0,0.0,909.0,1509.0,0.0,7105.0,13.0,102.0,29.0,296.0,0.0,2832.0,11.31,0.0,4925.2759,101.5465,5038.1324,0.1800490458151669
2022-01-18 01:00:00+01:00,484.0,0.0,0.0,12582.0,1146.0,184.0,0.0,0.0,0.0,0.0,908.0,1624.0,0.0,7105.0,14.0,103.0,20.0,292.0,0.0,2807.0,12.18,0.0,4633.950599999999,100.99759999999999,4747.128199999999,0.1740851589717261
2022-01-18 02:00:00+01:00,486.0,0.0,0.0,12525.0,1146.0,184.0,0.0,0.0,0.0,0.0,898.0,1126.0,0.0,7104.0,14.0,104.0,14.0,295.0,0.0,2719.0,12.18,0.0,4612.9574999999995,100.99759999999999,4726.1350999999995,0.1775741160999436
2022-01-18 03:00:00+01:00,488.0,0.0,0.0,12487.0,1146.0,185.0,0.0,0.0,0.0,0.0,897.0,914.0,0.0,7106.0,13.0,103.0,14.0,296.0,0.0,2619.0,11.31,0.0,4598.9621,101.5465,4711.8186000000005,0.1793748515303792
2022-01-18 04:00:00+01:00,492.0,0.0,0.0,12406.0,1146.0,184.0,0.0,0.0,0.0,0.0,874.0,1061.0,0.0,7104.0,13.0,100.0,14.0,296.0,0.0,2519.0,11.31,0.0,4569.1298,100.99759999999999,4681.4374,0.17861945896447784
2022-01-18 05:00:00+01:00,494.0,0.0,0.0,12132.0,1146.0,184.0,0.0,0.0,0.0,0.0,869.0,1131.0,0.0,7104.0,15.0,100.0,14.0,295.0,0.0,2487.0,13.05,0.0,4468.2155999999995,100.99759999999999,4582.263199999999,0.17643768819067418
2022-01-18 06:00:00+01:00,492.0,0.0,0.0,14917.0,1146.0,184.0,0.0,0.0,0.0,0.0,969.0,2298.0,0.0,7102.0,15.0,101.0,14.0,296.0,0.0,2440.0,13.05,0.0,5493.9311,100.99759999999999,5607.9787,0.18709477213585107
2022-01-18 07:00:00+01:00,487.0,0.0,0.0,17916.0,1145.0,176.0,0.0,0.0,0.0,0.0,983.0,3641.0,0.0,7103.0,24.0,101.0,15.0,299.0,0.0,2502.0,20.88,0.0,6598.462799999999,96.6064,6715.949199999999,0.19527649453361245
2022-01-18 08:00:00+01:00,484.0,0.0,0.0,18729.0,1146.0,181.0,0.0,0.0,0.0,0.0,1048.0,4828.0,0.0,7104.0,36.0,104.0,132.0,293.0,0.0,2389.0,31.32,0.0,6897.890699999999,99.3509,7028.561599999999,0.1927005976860229
2022-01-18 09:00:00+01:00,491.0,0.0,0.0,18405.0,1145.0,183.0,0.0,0.0,0.0,0.0,1050.0,4773.0,0.0,7102.0,37.0,103.0,2674.0,294.0,0.0,2152.0,32.19,0.0,6778.561499999999,100.44869999999999,6911.200199999998,0.17993699914082634
2022-01-18 10:00:00+01:00,491.0,0.0,0.0,17739.0,1146.0,183.0,0.0,0.0,0.0,0.0,985.0,3119.0,0.0,7102.0,35.0,103.0,6641.0,289.0,0.0,2034.0,30.45,0.0,6533.2737,100.44869999999999,6664.1723999999995,0.1671601173903228
2022-01-18 11:00:00+01:00,459.0,0.0,0.0,17066.0,1146.0,182.0,0.0,0.0,0.0,0.0,954.0,1993.0,0.0,7102.0,34.0,104.0,8467.0,287.0,0.0,1873.0,29.58,0.0,6285.407799999999,99.89979999999998,6414.887599999999,0.1617184964832228
2022-01-18 12:00:00+01:00,448.0,0.0,0.0,17177.0,1146.0,182.0,0.0,0.0,0.0,0.0,922.0,1730.0,0.0,7099.0,28.0,105.0,9106.0,289.0,0.0,1748.0,24.36,0.0,6326.289099999999,99.89979999999998,6450.548899999999,0.16134439469734865
2022-01-18 13:00:00+01:00,448.0,0.0,0.0,17040.0,1146.0,187.0,0.0,0.0,0.0,0.0,917.0,1565.0,0.0,7097.0,33.0,105.0,9183.0,289.0,0.0,1694.0,28.71,0.0,6275.831999999999,102.64429999999999,6407.186299999999,0.16137382379609105
2022-01-18 14:00:00+01:00,460.0,0.0,0.0,16741.0,1146.0,184.0,0.0,0.0,0.0,0.0,909.0,1319.0,0.0,7101.0,24.0,107.0,9171.0,291.0,0.0,1598.0,20.88,0.0,6165.7103,100.99759999999999,6287.5878999999995,0.16100965148139612
2022-01-18 15:00:00+01:00,473.0,0.0,0.0,16660.0,1146.0,192.0,0.0,0.0,0.0,0.0,898.0,1260.0,0.0,7100.0,23.0,107.0,8958.0,280.0,0.0,1575.0,20.01,0.0,6135.878,105.38879999999999,6261.2768,0.16190724038063714
2022-01-18 16:00:00+01:00,458.0,0.0,0.0,17144.0,1146.0,192.0,0.0,0.0,0.0,0.0,919.0,1834.0,0.0,7099.0,20.0,107.0,7419.0,275.0,0.0,1595.0,17.4,0.0,6314.1352,105.38879999999999,6436.923999999999,0.1684705820770519
2022-01-18 17:00:00+01:00,449.0,0.0,0.0,18469.0,1146.0,191.0,0.0,0.0,0.0,0.0,1043.0,4114.0,0.0,7099.0,23.0,109.0,3196.0,284.0,0.0,1603.0,20.01,0.0,6802.132699999999,104.83989999999999,6926.982599999999,0.18361296188305146
2022-01-18 18:00:00+01:00,455.0,0.0,0.0,18319.0,1146.0,190.0,0.0,0.0,0.0,0.0,1076.0,5965.0,0.0,7099.0,24.0,107.0,422.0,293.0,0.0,1764.0,20.88,0.0,6746.887699999999,104.29099999999998,6872.0587,0.18643675257731956
2022-01-18 19:00:00+01:00,452.0,0.0,0.0,18941.0,1146.0,189.0,0.0,0.0,0.0,0.0,1146.0,7195.0,0.0,7100.0,25.0,108.0,87.0,294.0,0.0,2143.0,21.75,0.0,6975.970299999999,103.7421,7101.462399999999,0.182904816360171
2022-01-18 20:00:00+01:00,457.0,0.0,0.0,18253.0,1147.0,189.0,0.0,0.0,0.0,0.0,1151.0,6207.0,0.0,7101.0,23.0,109.0,63.0,297.0,0.0,2474.0,20.01,0.0,6722.5799,103.7421,6846.332,0.18271014918203413
2022-01-18 21:00:00+01:00,473.0,0.0,0.0,18528.0,1146.0,188.0,0.0,0.0,0.0,0.0,1021.0,5537.0,0.0,7102.0,16.0,108.0,29.0,292.0,0.0,2350.0,13.92,0.0,6823.862399999999,103.19319999999999,6940.975599999999,0.18866473498233213
2022-01-18 22:00:00+01:00,507.0,0.0,0.0,17900.0,1146.0,188.0,0.0,0.0,0.0,0.0,1048.0,4221.0,0.0,7102.0,14.0,108.0,25.0,289.0,0.0,2452.0,12.18,0.0,6592.57,103.19319999999999,6707.9432,0.19165552
2022-01-18 23:00:00+01:00,499.0,0.0,0.0,16452.0,1146.0,190.0,0.0,0.0,0.0,0.0,902.0,2938.0,0.0,7103.0,14.0,106.0,25.0,287.0,0.0,2629.0,12.18,0.0,6059.271599999999,104.29099999999998,6175.7426,0.19125275154067695
2022-01-19 00:00:00+01:00,478.0,0.0,0.0,12693.0,1145.0,179.0,0.0,0.0,0.0,0.0,883.0,2654.0,0.0,7104.0,12.0,98.0,25.0,283.0,0.0,2526.0,10.44,0.0,4674.831899999999,98.25309999999999,4783.524999999999,0.17035345441595437
2022-01-19 01:00:00+01:00,476.0,0.0,0.0,11708.0,1146.0,174.0,0.0,0.0,0.0,0.0,850.0,1607.0,0.0,7103.0,12.0,98.0,25.0,286.0,0.0,2413.0,10.44,0.0,4312.0563999999995,95.50859999999999,4418.004999999999,0.17059251679666382
2022-01-19 02:00:00+01:00,474.0,0.0,0.0,10877.0,1144.0,173.0,0.0,0.0,0.0,0.0,850.0,885.0,0.0,7104.0,12.0,96.0,25.0,285.0,0.0,2191.0,10.44,0.0,4005.9990999999995,94.95969999999998,4111.3988,0.17048427599933655
2022-01-19 03:00:00+01:00,474.0,0.0,0.0,10584.0,1145.0,172.0,0.0,0.0,0.0,0.0,855.0,1068.0,0.0,7105.0,12.0,97.0,25.0,285.0,0.0,2102.0,10.44,0.0,3898.0871999999995,94.4108,4002.9379999999996,0.16731892660090283
2022-01-19 04:00:00+01:00,477.0,0.0,0.0,10545.0,1144.0,172.0,0.0,0.0,0.0,0.0,858.0,881.0,0.0,7105.0,13.0,98.0,25.0,287.0,0.0,2233.0,11.31,0.0,3883.7234999999996,94.4108,3989.4442999999997,0.16735650222334086
2022-01-19 05:00:00+01:00,477.0,0.0,0.0,10693.0,1144.0,172.0,0.0,0.0,0.0,0.0,852.0,985.0,0.0,7106.0,12.0,97.0,25.0,288.0,0.0,2523.0,10.44,0.0,3938.2318999999998,94.4108,4043.0827,0.16587686469188478
2022-01-19 06:00:00+01:00,478.0,0.0,0.0,14335.0,1145.0,163.0,0.0,0.0,0.0,0.0,882.0,2336.0,0.0,7106.0,13.0,97.0,25.0,290.0,0.0,2824.0,11.31,0.0,5279.580499999999,89.4707,5380.361199999999,0.18119354751801708
2022-01-19 07:00:00+01:00,471.0,0.0,0.0,16410.0,1145.0,162.0,0.0,0.0,0.0,0.0,913.0,3002.0,0.0,7107.0,16.0,98.0,26.0,297.0,0.0,3475.0,13.92,0.0,6043.802999999999,88.92179999999999,6146.644799999999,0.1855758951754121
2022-01-19 08:00:00+01:00,475.0,0.0,0.0,17138.0,1145.0,169.0,0.0,0.0,0.0,0.0,947.0,4761.0,0.0,7107.0,32.0,105.0,124.0,304.0,0.0,3829.0,27.84,0.0,6311.925399999999,92.76409999999998,6432.5295,0.1780088969448749
2022-01-19 09:00:00+01:00,477.0,0.0,0.0,17131.0,1145.0,166.0,0.0,0.0,0.0,0.0,939.0,4282.0,0.0,7107.0,36.0,104.0,2410.0,305.0,0.0,3919.0,31.32,0.0,6309.347299999999,91.11739999999999,6431.784699999999,0.16916400673312115
2022-01-19 10:00:00+01:00,473.0,0.0,0.0,17030.0,1140.0,172.0,0.0,0.0,0.0,0.0,916.0,2987.0,0.0,7105.0,38.0,105.0,6177.0,299.0,0.0,3590.0,33.06,0.0,6272.148999999999,94.4108,6399.6197999999995,0.15986260491606713
2022-01-19 11:00:00+01:00,468.0,0.0,0.0,16241.0,1126.0,174.0,0.0,0.0,0.0,0.0,906.0,1730.0,0.0,7106.0,38.0,104.0,8008.0,288.0,0.0,3403.0,33.06,0.0,5981.560299999999,95.50859999999999,6110.1289,0.15432736158819962
2022-01-19 12:00:00+01:00,479.0,0.0,0.0,15954.0,1149.0,178.0,0.0,0.0,0.0,0.0,896.0,1452.0,0.0,7106.0,35.0,103.0,8764.0,284.0,0.0,3568.0,30.45,0.0,5875.8582,97.70419999999999,6004.0124,0.15022048638911129
2022-01-19 13:00:00+01:00,480.0,0.0,0.0,15641.0,1147.0,181.0,0.0,0.0,0.0,0.0,896.0,995.0,0.0,7105.0,34.0,102.0,9078.0,285.0,0.0,3824.0,29.58,0.0,5760.5803,99.3509,5889.5112,0.14809674109837054
2022-01-19 14:00:00+01:00,483.0,0.0,0.0,15301.0,1144.0,185.0,0.0,0.0,0.0,0.0,884.0,1008.0,0.0,7103.0,33.0,104.0,9167.0,290.0,0.0,4053.0,28.71,0.0,5635.358299999999,101.5465,5765.614799999999,0.14502867060747074
2022-01-19 15:00:00+01:00,481.0,0.0,0.0,15583.0,1144.0,187.0,0.0,0.0,0.0,0.0,891.0,956.0,0.0,7101.0,16.0,106.0,9060.0,287.0,0.0,4114.0,13.92,0.0,5739.218899999999,102.64429999999999,5855.783199999999,0.1466659119370836
2022-01-19 16:00:00+01:00,487.0,0.0,0.0,15596.0,1144.0,190.0,0.0,0.0,0.0,0.0,906.0,1312.0,0.0,7099.0,17.0,106.0,7569.0,287.0,0.0,4219.0,14.79,0.0,5744.006799999999,104.29099999999998,5863.087799999999,0.15059816603308332
2022-01-19 17:00:00+01:00,487.0,0.0,0.0,16143.0,1143.0,191.0,0.0,0.0,0.0,0.0,931.0,2756.0,0.0,7100.0,18.0,106.0,3382.0,286.0,0.0,4662.0,15.66,0.0,5945.466899999999,104.83989999999999,6065.966799999999,0.16304170944765486
2022-01-19 18:00:00+01:00,488.0,0.0,0.0,16789.0,1140.0,192.0,0.0,0.0,0.0,0.0,1023.0,4684.0,0.0,7097.0,18.0,107.0,464.0,292.0,0.0,5540.0,15.66,0.0,6183.3886999999995,105.38879999999999,6304.437499999999,0.16663417825236557
2022-01-19 19:00:00+01:00,483.0,0.0,0.0,17222.0,1142.0,193.0,0.0,0.0,0.0,0.0,1129.0,6017.0,0.0,7102.0,17.0,104.0,74.0,302.0,0.0,6067.0,14.79,0.0,6342.8625999999995,105.93769999999999,6463.5903,0.16218985998193314
2022-01-19 20:00:00+01:00,485.0,0.0,0.0,17302.0,1140.0,193.0,0.0,0.0,0.0,0.0,1081.0,5885.0,0.0,7104.0,18.0,105.0,53.0,300.0,0.0,6215.0,15.66,0.0,6372.326599999999,105.93769999999999,6493.9243,0.16283253428951128
2022-01-19 21:00:00+01:00,487.0,0.0,0.0,17077.0,1132.0,194.0,0.0,0.0,0.0,0.0,987.0,4061.0,0.0,7105.0,16.0,104.0,53.0,294.0,0.0,6202.0,13.92,0.0,6289.459099999999,106.4866,6409.865699999999,0.16996886137038605
2022-01-19 22:00:00+01:00,482.0,0.0,0.0,16311.0,1129.0,194.0,0.0,0.0,0.0,0.0,937.0,3068.0,0.0,7104.0,13.0,101.0,53.0,294.0,0.0,6183.0,11.31,0.0,6007.341299999999,106.4866,6125.1379,0.1707641110708411
2022-01-19 23:00:00+01:00,475.0,0.0,0.0,13629.0,1128.0,193.0,0.0,0.0,0.0,0.0,870.0,2718.0,0.0,7103.0,12.0,102.0,52.0,295.0,0.0,6523.0,10.44,0.0,5019.560699999999,105.93769999999999,5135.938399999999,0.1551643021148036
2022-01-20 00:00:00+01:00,471.0,0.0,0.0,10508.0,1124.0,187.0,0.0,0.0,0.0,0.0,849.0,2263.0,0.0,7103.0,12.0,94.0,52.0,296.0,0.0,6811.0,10.44,0.0,3870.0963999999994,102.64429999999999,3983.1806999999994,0.13379847833389316
2022-01-20 01:00:00+01:00,488.0,0.0,0.0,9215.0,1123.0,187.0,0.0,0.0,0.0,0.0,830.0,1947.0,0.0,7102.0,14.0,93.0,35.0,298.0,0.0,7124.0,12.18,0.0,3393.8844999999997,102.64429999999999,3508.7087999999994,0.12330295192578013
2022-01-20 02:00:00+01:00,493.0,0.0,0.0,8696.0,1122.0,185.0,0.0,0.0,0.0,0.0,833.0,1116.0,0.0,7103.0,12.0,89.0,28.0,299.0,0.0,7538.0,10.44,0.0,3202.7367999999997,101.5465,3314.7232999999997,0.12047406047830195
2022-01-20 03:00:00+01:00,487.0,0.0,0.0,8622.0,1121.0,182.0,0.0,0.0,0.0,0.0,832.0,741.0,0.0,7102.0,12.0,89.0,15.0,295.0,0.0,7685.0,10.44,0.0,3175.4826,99.89979999999998,3285.8224,0.12087784276937792
2022-01-20 04:00:00+01:00,491.0,0.0,0.0,8389.0,1112.0,182.0,0.0,0.0,0.0,0.0,856.0,598.0,0.0,7103.0,13.0,91.0,15.0,298.0,0.0,7751.0,11.31,0.0,3089.6686999999997,99.89979999999998,3200.8785,0.1189961894494219
2022-01-20 05:00:00+01:00,496.0,0.0,0.0,8346.0,1113.0,181.0,0.0,0.0,0.0,0.0,863.0,732.0,0.0,7103.0,14.0,95.0,15.0,298.0,0.0,7721.0,12.18,0.0,3073.8317999999995,99.3509,3185.362699999999,0.11807698039070316
2022-01-20 06:00:00+01:00,496.0,0.0,0.0,10185.0,1113.0,177.0,0.0,0.0,0.0,0.0,857.0,1672.0,0.0,7102.0,13.0,97.0,19.0,296.0,0.0,7368.0,11.31,0.0,3751.1354999999994,97.1553,3859.6007999999993,0.13130126892328625
2022-01-20 07:00:00+01:00,495.0,0.0,0.0,12921.0,1113.0,182.0,0.0,0.0,0.0,0.0,878.0,3045.0,0.0,7103.0,18.0,95.0,35.0,291.0,0.0,7139.0,15.66,0.0,4758.8043,99.89979999999998,4874.3641,0.14631139426684675
2022-01-20 08:00:00+01:00,497.0,0.0,0.0,13712.0,1113.0,185.0,0.0,0.0,0.0,0.0,904.0,3915.0,0.0,7104.0,18.0,96.0,133.0,289.0,0.0,7072.0,15.66,0.0,5050.129599999999,101.5465,5167.3360999999995,0.14747805525429533
2022-01-20 09:00:00+01:00,503.0,0.0,0.0,13643.0,1113.0,185.0,0.0,0.0,0.0,0.0,895.0,4079.0,0.0,7103.0,15.0,99.0,2420.0,285.0,0.0,6686.0,13.05,0.0,5024.716899999999,101.5465,5139.3134,0.13880282504186248
2022-01-20 10:00:00+01:00,487.0,0.0,0.0,13231.0,1113.0,187.0,0.0,0.0,0.0,0.0,876.0,2497.0,0.0,7103.0,28.0,100.0,6348.0,284.0,0.0,6262.0,24.36,0.0,4872.9773,102.64429999999999,4999.981599999999,0.1298157025651677
2022-01-20 11:00:00+01:00,500.0,0.0,0.0,12439.0,1113.0,187.0,0.0,0.0,0.0,0.0,871.0,1412.0,0.0,7101.0,39.0,99.0,8241.0,290.0,0.0,6318.0,33.93,0.0,4581.2837,102.64429999999999,4717.858,0.12219264439264439
2022-01-20 12:00:00+01:00,487.0,0.0,0.0,11959.0,1113.0,186.0,0.0,0.0,0.0,0.0,866.0,1121.0,0.0,7101.0,38.0,100.0,8986.0,288.0,0.0,6620.0,33.06,0.0,4404.499699999999,102.09539999999998,4539.6551,0.11680574038337836
2022-01-20 13:00:00+01:00,494.0,0.0,0.0,11553.0,1113.0,186.0,0.0,0.0,0.0,0.0,856.0,1050.0,0.0,7100.0,38.0,105.0,9046.0,291.0,0.0,7118.0,33.06,0.0,4254.969899999999,102.09539999999998,4390.1253,0.11271181771501924
2022-01-20 14:00:00+01:00,498.0,0.0,0.0,11309.0,1114.0,187.0,0.0,0.0,0.0,0.0,854.0,970.0,0.0,7098.0,23.0,106.0,9094.0,286.0,0.0,7869.0,20.01,0.0,4165.1047,102.64429999999999,4287.759,0.10880427831912302
2022-01-20 15:00:00+01:00,492.0,0.0,0.0,10865.0,1114.0,184.0,0.0,0.0,0.0,0.0,854.0,886.0,0.0,7096.0,17.0,109.0,8782.0,283.0,0.0,8703.0,14.79,0.0,4001.5794999999994,100.99759999999999,4117.3670999999995,0.10454150311032118
2022-01-20 16:00:00+01:00,490.0,0.0,0.0,11154.0,1114.0,186.0,0.0,0.0,0.0,0.0,866.0,1047.0,0.0,7096.0,16.0,108.0,7383.0,278.0,0.0,9059.0,13.92,0.0,4108.0181999999995,102.09539999999998,4224.0336,0.1088752635513055
2022-01-20 17:00:00+01:00,501.0,0.0,0.0,12572.0,1113.0,186.0,0.0,0.0,0.0,0.0,912.0,1819.0,0.0,7100.0,20.0,110.0,3457.0,264.0,0.0,9520.0,17.4,0.0,4630.267599999999,102.09539999999998,4749.762999999999,0.1264108958322244
2022-01-20 18:00:00+01:00,502.0,0.0,0.0,13694.0,1108.0,187.0,0.0,0.0,0.0,0.0,1109.0,3191.0,0.0,7100.0,19.0,111.0,537.0,264.0,0.0,10320.0,16.53,0.0,5043.5001999999995,102.64429999999999,5162.674499999999,0.13535405851816892
2022-01-20 19:00:00+01:00,500.0,0.0,0.0,13707.0,1085.0,188.0,0.0,0.0,0.0,0.0,1137.0,4246.0,0.0,7101.0,23.0,107.0,84.0,267.0,0.0,11515.0,20.01,0.0,5048.2881,103.19319999999999,5171.4913,0.12941669919919918
2022-01-20 20:00:00+01:00,504.0,0.0,0.0,13767.0,1080.0,188.0,0.0,0.0,0.0,0.0,1129.0,4285.0,0.0,7101.0,22.0,107.0,55.0,266.0,0.0,12123.0,19.14,0.0,5070.3861,103.19319999999999,5192.7193,0.12781449036355133
2022-01-20 21:00:00+01:00,501.0,0.0,0.0,13679.0,1080.0,188.0,0.0,0.0,0.0,0.0,984.0,3557.0,0.0,7103.0,17.0,107.0,28.0,279.0,0.0,12511.0,14.79,0.0,5037.975699999999,103.19319999999999,5155.958899999999,0.12878950142378975
2022-01-20 22:00:00+01:00,498.0,0.0,0.0,12491.0,1080.0,187.0,0.0,0.0,0.0,0.0,946.0,2003.0,0.0,7102.0,14.0,108.0,24.0,284.0,0.0,12372.0,12.18,0.0,4600.435299999999,102.64429999999999,4715.259599999999,0.1270651216685979
2022-01-20 23:00:00+01:00,496.0,0.0,0.0,9674.0,1081.0,186.0,0.0,0.0,0.0,0.0,891.0,1500.0,0.0,7101.0,14.0,109.0,24.0,288.0,0.0,12443.0,12.18,0.0,3562.9341999999997,102.09539999999998,3677.2095999999997,0.10877065696453396
2022-01-21 00:00:00+01:00,492.0,0.0,0.0,8236.0,1080.0,178.0,0.0,0.0,0.0,0.0,869.0,1354.0,0.0,7101.0,15.0,103.0,23.0,286.0,0.0,12611.0,13.05,0.0,3033.3187999999996,97.70419999999999,3144.073,0.09719528255224434
2022-01-21 01:00:00+01:00,493.0,0.0,0.0,7195.0,1081.0,177.0,0.0,0.0,0.0,0.0,845.0,707.0,0.0,7100.0,14.0,99.0,24.0,286.0,0.0,12703.0,12.18,0.0,2649.9184999999998,97.1553,2759.2537999999995,0.08980776591589636
2022-01-21 02:00:00+01:00,493.0,0.0,0.0,7036.0,1080.0,177.0,0.0,0.0,0.0,0.0,843.0,607.0,0.0,7101.0,13.0,99.0,24.0,288.0,0.0,12399.0,11.31,0.0,2591.3587999999995,97.1553,2699.8240999999994,0.08951671419098141
2022-01-21 03:00:00+01:00,489.0,0.0,0.0,6916.0,1080.0,177.0,0.0,0.0,0.0,0.0,841.0,659.0,0.0,7102.0,14.0,99.0,23.0,289.0,0.0,12298.0,12.18,0.0,2547.1627999999996,97.1553,2656.4980999999993,0.08858832494080766
2022-01-21 04:00:00+01:00,492.0,0.0,0.0,6756.0,1080.0,172.0,0.0,0.0,0.0,0.0,832.0,578.0,0.0,7102.0,14.0,97.0,23.0,291.0,0.0,12393.0,12.18,0.0,2488.2347999999997,94.4108,2594.8255999999997,0.08698711364398255
2022-01-21 05:00:00+01:00,495.0,0.0,0.0,6847.0,1080.0,177.0,0.0,0.0,0.0,0.0,831.0,566.0,0.0,7100.0,14.0,99.0,23.0,292.0,0.0,12612.0,12.18,0.0,2521.7500999999997,97.1553,2631.0853999999995,0.08730705468542606
2022-01-21 06:00:00+01:00,486.0,0.0,0.0,7565.0,1080.0,177.0,0.0,0.0,0.0,0.0,844.0,859.0,0.0,7102.0,14.0,101.0,23.0,294.0,0.0,12644.0,12.18,0.0,2786.1894999999995,97.1553,2895.5247999999992,0.092838013402161
2022-01-21 07:00:00+01:00,478.0,0.0,0.0,8376.0,1082.0,178.0,0.0,0.0,0.0,0.0,875.0,1660.0,0.0,7101.0,17.0,100.0,23.0,293.0,0.0,12515.0,14.79,0.0,3084.8807999999995,97.70419999999999,3197.3749999999995,0.09778503272371397
2022-01-21 08:00:00+01:00,485.0,0.0,0.0,9088.0,1072.0,164.0,0.0,0.0,0.0,0.0,879.0,2468.0,0.0,7102.0,33.0,103.0,178.0,290.0,0.0,12705.0,28.71,0.0,3347.1103999999996,90.0196,3465.8399999999997,0.1002644140365088
2022-01-21 09:00:00+01:00,487.0,0.0,0.0,9125.0,1068.0,171.0,0.0,0.0,0.0,0.0,925.0,2096.0,0.0,7101.0,35.0,103.0,2777.0,284.0,0.0,12562.0,30.45,0.0,3360.7374999999997,93.86189999999999,3485.0493999999994,0.09487258125986822
2022-01-21 10:00:00+01:00,479.0,0.0,0.0,8375.0,1051.0,186.0,0.0,0.0,0.0,0.0,851.0,1039.0,0.0,7101.0,28.0,102.0,6658.0,282.0,0.0,12562.0,24.36,0.0,3084.5125,102.09539999999998,3210.9679,0.08294074236710235
2022-01-21 11:00:00+01:00,477.0,0.0,0.0,7542.0,1052.0,192.0,0.0,0.0,0.0,0.0,857.0,719.0,0.0,7101.0,22.0,104.0,8382.0,280.0,0.0,12807.0,19.14,0.0,2777.7185999999997,105.38879999999999,2902.2473999999997,0.07340957126596685
2022-01-21 12:00:00+01:00,469.0,0.0,0.0,7762.0,1051.0,193.0,0.0,0.0,0.0,0.0,883.0,721.0,0.0,7100.0,21.0,105.0,8997.0,281.0,0.0,12857.0,18.27,0.0,2858.7445999999995,105.93769999999999,2982.9522999999995,0.07376242087042531
2022-01-21 13:00:00+01:00,466.0,0.0,0.0,7830.0,1080.0,194.0,0.0,0.0,0.0,0.0,900.0,673.0,0.0,7095.0,27.0,105.0,8951.0,288.0,0.0,12517.0,23.49,0.0,2883.7889999999998,106.4866,3013.7655999999997,0.0751075512136769
2022-01-21 14:00:00+01:00,467.0,0.0,0.0,7886.0,1085.0,194.0,0.0,0.0,0.0,0.0,912.0,694.0,0.0,7097.0,25.0,105.0,8804.0,290.0,0.0,12208.0,21.75,0.0,2904.4138,106.4866,3032.6504,0.07626047728015692
2022-01-21 15:00:00+01:00,474.0,0.0,0.0,8020.0,1119.0,193.0,0.0,0.0,0.0,0.0,920.0,675.0,0.0,7095.0,23.0,106.0,8775.0,294.0,0.0,12126.0,20.01,0.0,2953.7659999999996,105.93769999999999,3079.7137,0.07734087644399798
2022-01-21 16:00:00+01:00,480.0,0.0,0.0,7971.0,1113.0,193.0,0.0,0.0,0.0,0.0,927.0,793.0,0.0,7095.0,23.0,110.0,7477.0,292.0,0.0,12010.0,20.01,0.0,2935.7192999999997,105.93769999999999,3061.667,0.07955688078162353
2022-01-21 17:00:00+01:00,487.0,0.0,0.0,9690.0,1113.0,193.0,0.0,0.0,0.0,0.0,957.0,1685.0,0.0,7098.0,23.0,110.0,3439.0,291.0,0.0,12038.0,20.01,0.0,3568.8269999999998,105.93769999999999,3694.7747,0.09952523165607154
